project_id,project_status,project_name,street_number,street_name,street_type,zip_code,block,lot,city_analysis_neighborhood,planning_neighborhood,lead_agency,program_area,project_area,project_type,housing_tenure,estimated_actual_construction_start_date,project_lead_sponsor,planning_case_number,planning_entitlements,entitlement_approval,building_permit_number,project_units,affordable_units,market_rate_units,affordable,sro_units,studio_units,_1bd_units,_2bd_units,_3bd_units,_4bd_units,_5_bd_units,mobility_units,manager_units,manager_unit_s_type,family_units,senior_units,tay_units,homeless_units,disabled_units,losp_units,public_housing_replacement_units,latitude,longitude,location,estimated_construction_completion,bedrooms_to_be_determined,project_owner,project_co_sponsor
2008-007,(5) First Construction Document Issued,The Westerly,2800,Sloat,Blvd,94116.0,,,Sunset/Parkside,Parkside,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2015-10-05T00:00:00.000,"Ocean Park Development, LLC",2005.1066,"2005.1066C,2005.1066E,2005.1066E_3,2005.1066K,2005.1066P",2008-11-13T00:00:00.000,,56,7,49,13.0,0,0,2,5,0,0,0,0,0,0,7,0,0,0,0,0,0,37.7360237,-122.5045782,"{
  ""location"": {
    ""latitude"": ""37.7360237"",
    ""longitude"": ""-122.5045782""
  }
}",,,,
2016-124,(5) First Construction Document Issued,300/350 Octavia,300,Octavia,St,94102.0,,,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-10-16T00:00:00.000,DDG 235 Valencia Realty LLC,2014-002330PRJ,,2016-10-17T00:00:00.000,200810013158,24,3,21,13.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7748568,-122.4240036,"{
  ""location"": {
    ""latitude"": ""37.7748568"",
    ""longitude"": ""-122.4240036""
  }
}",,,,
2020-030,(3) Design with Entitlements Approved,955 Post,955,Post,St,94109.0,,,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2022-11-18T00:00:00.000,,2015-015950PRJ,,2020-11-19T00:00:00.000,,69,17,52,25.0,0,0,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,37.7868983,-122.4176586,"{
  ""location"": {
    ""latitude"": ""37.7868983"",
    ""longitude"": ""-122.4176586""
  }
}",,,,
2018-015,(5) First Construction Document Issued,255 Shipley St,,,,94107.0,,,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-08-21T00:00:00.000,,2016-012030PRJ,,,,24,3,21,13.0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,37.7788481,-122.4039791,"{
  ""location"": {
    ""latitude"": ""37.7788481"",
    ""longitude"": ""-122.4039791""
  }
}",,,,
2011-035,(3) Design with Entitlements Approved,Parkmerced - Phase 2,3711,19th,Ave,94132.0,,,Lakeshore,Lakeshore,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2013-02-08T00:00:00.000,Maximus,2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",2011-02-10T00:00:00.000,,711,36,675,5.0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,37.7205747,-122.4758473,"{
  ""location"": {
    ""latitude"": ""37.7205747"",
    ""longitude"": ""-122.4758473""
  }
}",,36.0,,
2011-004,(4) Site Work Permit Issued,Parkmerced - Phase IA & 1B,3711,19th,Ave,94132.0,,,Lakeshore,Lakeshore,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-04-29T00:00:00.000,Maximus,2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",2011-02-10T00:00:00.000,"201510230639, 201510230640, 201510260810, 201511092111, 201511132572",957,48,909,5.0,0,10,21,11,6,0,0,0,0,0,48,0,0,0,0,0,0,37.7205747,-122.4758473,"{
  ""location"": {
    ""latitude"": ""37.7205747"",
    ""longitude"": ""-122.4758473""
  }
}",,,,
2018-034,(3) Design with Entitlements Approved,650 Divisadero,,,,94117.0,,,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-11-27T00:00:00.000,"Divco Group, LLC",2013.1037,,,,66,9,57,14.0,0,2,2,3,2,0,0,0,0,0,9,0,0,0,0,0,0,37.7757868,-122.4375671,"{
  ""location"": {
    ""latitude"": ""37.7757868"",
    ""longitude"": ""-122.4375671""
  }
}",,,,
2011-036,(3) Design with Entitlements Approved,Parkmerced - Subsequent Phases,3711,19th,Ave,94132.0,,,Lakeshore,Lakeshore,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-12-11T00:00:00.000,Maximus,2008.0021,"2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z",2011-02-10T00:00:00.000,,3522,176,3346,5.0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,37.7205747,-122.4758473,"{
  ""location"": {
    ""latitude"": ""37.7205747"",
    ""longitude"": ""-122.4758473""
  }
}",,176.0,,
2022-009,(3) Design with Entitlements Approved,350 Ocean,,,,,,,Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,,,,,,35,6,29,17.0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"{
  ""location"": null
}",,,,
2013-064,(3) Design with Entitlements Approved,2293 Powell,2293,Powell,St,94133.0,41,154,North Beach,North Beach,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2017-12-07T00:00:00.000,Cynthia Wong,2013.0341,"2013.0341CND,2013.0341E,2013.0341U,2013.0341VAR",2015-12-09T00:00:00.000,201508103804,17,2,15,12.0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,37.8056297,-122.412172,"{
  ""location"": {
    ""latitude"": ""37.8056297"",
    ""longitude"": ""-122.412172""
  }
}",,,,
2021-028,(3) Design with Entitlements Approved,425 Broadway,425,Broadway,0,94133.0,163,2,North Beach,Financial District,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2023-12-15T00:00:00.000,,2017-015678PRJ,,2021-12-16T00:00:00.000,,42,5,37,12.0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,37.7979292,-122.4042956,"{
  ""location"": {
    ""latitude"": ""37.7979292"",
    ""longitude"": ""-122.4042956""
  }
}",,,,
2021-024,(3) Design with Entitlements Approved,1320 Washington,1320,Washington,St,94109.0,188,6,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2023-11-03T00:00:00.000,"Reuben, Junius & Rose, LLP",,,,,25,0,25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7942849,-122.4151808,"{
  ""location"": {
    ""latitude"": ""37.7942849"",
    ""longitude"": ""-122.4151808""
  }
}",2025-12-27T00:00:00.000,,,
2021-027,(3) Design with Entitlements Approved,850 Bush,850,Bush,St,94108.0,274,8,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2023-12-15T00:00:00.000,,2015-005983PRJ,,2021-12-16T00:00:00.000,200512301345,21,3,18,14.0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7900163,-122.4113662,"{
  ""location"": {
    ""latitude"": ""37.7900163"",
    ""longitude"": ""-122.4113662""
  }
}",,,,
2021-018,(3) Design with Entitlements Approved,233 Geary,233,Geary,St,94102.0,314,"001, 018, 019, 020",Financial District/South Beach,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,233 Geary Street Property Owner LLC,,,,,21,0,21,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7874179,-122.4067359,"{
  ""location"": {
    ""latitude"": ""37.7874179"",
    ""longitude"": ""-122.4067359""
  }
}",,,,
2018-019,(4) Site Work Permit Issued,450 O'Farrell St,450,O'Farrell,St,94102.0,317,"007, 009, 011",Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-09-11T00:00:00.000,450 O'Farrell Partners LLC,2013.1535,,,201810294361,176,23,153,13.0,0,5,9,9,0,0,0,0,0,0,23,0,0,0,0,0,0,37.7861242,-122.412454,"{
  ""location"": {
    ""latitude"": ""37.7861242"",
    ""longitude"": ""-122.412454""
  }
}",,,,
2016-072,(4) Site Work Permit Issued,651 Geary,651,Geary,St,94102.0,318,20,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-06-04T00:00:00.000,Geary Place LLC,2014.0482,"2014.0482C,2014.0482PPA,2014.0482U,2014.0482VAR",2016-07-07T00:00:00.000,201706219947,52,6,46,12.0,0,1,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,37.786363,-122.413954,"{
  ""location"": {
    ""latitude"": ""37.786363"",
    ""longitude"": ""-122.413954""
  }
}",,,,
2021-001,(3) Design with Entitlements Approved,550 O'Farrell,550,O'Farrell,St,94102.0,318,9,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-01-13T00:00:00.000,Sandhill O'Farrell LLC,2017-004557PRJ,,2021-01-14T00:00:00.000,202009083652,111,22,89,20.0,0,0,7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,37.7860041,-122.4140304,"{
  ""location"": {
    ""latitude"": ""37.7860041"",
    ""longitude"": ""-122.4140304""
  }
}",,,,
2018-002,(4) Site Work Permit Issued,229 Ellis,229,Ellis,St,94102.0,331,001A,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-03-20T00:00:00.000,,,,2018-03-22T00:00:00.000,201804277608,55,0,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7850224,-122.4099596,"{
  ""location"": {
    ""latitude"": ""37.7850224"",
    ""longitude"": ""-122.4099596""
  }
}",,,,
2016-022,(3) Design with Entitlements Approved,430 Eddy,430,Eddy,St,94109.0,334,8,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2018-03-16T00:00:00.000,430 Eddy Associates LLC,2014.04,"2014.0400CUA,2014.0400E,2014.0400PPA,2014.0400SHD,2014.0400U",2016-03-17T00:00:00.000,201605056698,23,3,20,13.0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37.783937,-122.414834,"{
  ""location"": {
    ""latitude"": ""37.783937"",
    ""longitude"": ""-122.414834""
  }
}",,,,
2017-018,(3) Design with Entitlements Approved,519 Ellis,519,Ellis,St,94109.0,334,"028, 028A",Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2020-06-11T00:00:00.000,,,,,201806081421,21,3,18,14.0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37.78439,-122.41492,"{
  ""location"": {
    ""latitude"": ""37.78439"",
    ""longitude"": ""-122.41492""
  }
}",,,,
2016-054,(4) Site Work Permit Issued,469 Eddy,469,Eddy,St,94102.0,337,014A,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-05-31T00:00:00.000,"469 Eddy Street, LLC",2014.0562,,2016-06-16T00:00:00.000,201512094600,29,4,25,14.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7832488,-122.4153062,"{
  ""location"": {
    ""latitude"": ""37.7832488"",
    ""longitude"": ""-122.4153062""
  }
}",,,,
2015-010,(4) Site Work Permit Issued,19-25 Mason & 2-16 Turk,19-25,Mason,St,94102.0,340,2,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2019-06-05T00:00:00.000,"American Pacific International Capital, Inc.",2012.0678,"2012.0678C,2012.0678E,2012.0678K,2012.0678PPA,2012.0678U,2012.0678V,2012.0678X",2015-04-16T00:00:00.000,201711093594,155,0,155,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7833157,-122.4091154,"{
  ""location"": {
    ""latitude"": ""37.7833157"",
    ""longitude"": ""-122.4091154""
  }
}",,,,
2016-114,(5) First Construction Document Issued,950 Market,950,Market,St,94102.0,342,1,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Land Dedication,2019-04-08T00:00:00.000,,2013.1049,,2016-11-17T00:00:00.000,201602089004,242,0,242,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7831715,-122.4095903,"{
  ""location"": {
    ""latitude"": ""37.7831715"",
    ""longitude"": ""-122.4095903""
  }
}",,,,
2009-002,(5) First Construction Document Issued,180 Jones / 181 Turk,180,Jones,St,94102.0,343,14,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2016-03-09T00:00:00.000,Eddie Tsang,2005.0267,"2005.0267C,2005.0267E,2005.0267K,2005.0267V",2009-03-05T00:00:00.000,202004307276,37,4,33,11.0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,37.78312308,-122.4122308,"{
  ""location"": {
    ""latitude"": ""37.78312308"",
    ""longitude"": ""-122.4122308""
  }
}",,,,
2018-003,(4) Site Work Permit Issued,135 Hyde,135,Hyde,St,94102.0,346,2,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-03-27T00:00:00.000,,2015-015203PRJ,,2018-03-29T00:00:00.000,201611072110,69,10,59,14.0,0,0,9,1,0,0,0,0,0,0,10,0,0,0,0,0,0,37.7823062,-122.4158888,"{
  ""location"": {
    ""latitude"": ""37.7823062"",
    ""longitude"": ""-122.4158888""
  }
}",,,,
2019-006,(5) First Construction Document Issued,915 North Point St,915,North Point,St,94109.0,453,2,Russian Hill,Russian Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-04-30T00:00:00.000,"Jamestown Premier GHRSQ, LP",2017-000280PRJ,,,201912200210,37,0,37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8052826,-122.422484,"{
  ""location"": {
    ""latitude"": ""37.8052826"",
    ""longitude"": ""-122.422484""
  }
}",,,,
2022-006,(3) Design with Entitlements Approved,2055 Chestnut,2055,Chestnut,St,94123.0,491,9,Marina,Marina,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,,,,,,49,9,40,18.0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,37.800481,-122.4369636,"{
  ""location"": {
    ""latitude"": ""37.800481"",
    ""longitude"": ""-122.4369636""
  }
}",,,,
2014-006,(4) Site Work Permit Issued,2601 Van Ness,2601,Van Ness,Ave,94109.0,522,002A,Marina,Marina,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2016-10-03T00:00:00.000,"Van Ness Terraces, LLC",2018-000908PRJ,,2018-12-04T00:00:00.000,,60,18,42,30.0,0,0,11,7,0,0,0,0,0,0,18,0,0,0,0,0,0,37.7997547,-122.4247708,"{
  ""location"": {
    ""latitude"": ""37.7997547"",
    ""longitude"": ""-122.4247708""
  }
}",,,,
2020-031,(5) First Construction Document Issued,Maison Pacific,1580,Pacific,Ave,94109.0,573,11,Russian Hill,Nob Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,,2018-008259PRJ,,,201912129356,53,9,44,17.0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,37.7954383,-122.4213345,"{
  ""location"": {
    ""latitude"": ""37.7954383"",
    ""longitude"": ""-122.4213345""
  }
}",,,,
2019-034,(3) Design with Entitlements Approved,2050 Van Ness / 1675 Pacific,2050,Van Ness,Ave,94109.0,595,8,Russian Hill,Nob Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-07-23T00:00:00.000,,2014.1573,,2019-07-25T00:00:00.000,201911147297,63,11,52,17.0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,37.794632,-122.4229458,"{
  ""location"": {
    ""latitude"": ""37.794632"",
    ""longitude"": ""-122.4229458""
  }
}",,,,
2016-122,(5) First Construction Document Issued,1335 Larkin,1335,Larkin,St,94109.0,645,3,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-11-13T00:00:00.000,Town Consulting,2013.0491,,,201403100361,22,0,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7903263,-122.4193399,"{
  ""location"": {
    ""latitude"": ""37.7903263"",
    ""longitude"": ""-122.4193399""
  }
}",,,,
2016-013,(4) Site Work Permit Issued,1567 California,1567,California,St,94109.0,645,15,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-02-23T00:00:00.000,"1567 California, LLC",2018-011249PRJ,,2016-02-25T00:00:00.000,201912099034,100,9,91,9.0,0,2,3,3,1,0,0,0,0,0,8,0,0,0,0,0,0,37.7903476,-122.4200508,"{
  ""location"": {
    ""latitude"": ""37.7903476"",
    ""longitude"": ""-122.4200508""
  }
}",,,,
2021-016,(3) Design with Entitlements Approved,1525 Pine,1525,Pine,St,94109.0,667,20,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-07-21T00:00:00.000,,2015-009955PRJ,,2021-07-22T00:00:00.000,201802080768,21,2,19,10.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.789368,-122.4208221,"{
  ""location"": {
    ""latitude"": ""37.789368"",
    ""longitude"": ""-122.4208221""
  }
}",,,,
2021-019,(3) Design with Entitlements Approved,1200 Van Ness,1200,Van Ness,Ave,94109.0,691,"003, 005",Nob Hill,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-09-22T00:00:00.000,,2015-012577PRJ,,,201609299193,107,0,107,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7867765,-122.4213349,"{
  ""location"": {
    ""latitude"": ""37.7867765"",
    ""longitude"": ""-122.4213349""
  }
}",2025-11-15T00:00:00.000,,,
2022-005,(3) Design with Entitlements Approved,1101-1123 Sutter,1101-1123,Sutter,St,94109.0,692,1,Nob Hill,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2024-03-22T00:00:00.000,,2019-022850PRJ,,,202105100082,221,35,186,16.0,0,13,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7877391,-122.4186762,"{
  ""location"": {
    ""latitude"": ""37.7877391"",
    ""longitude"": ""-122.4186762""
  }
}",,,,
2022-004,(3) Design with Entitlements Approved,921 O'Farrell,921,O'Farrell,St,94109.0,718,20,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2024-02-23T00:00:00.000,"Reuben, Junius & Rose, LLP",2018-014727PRJ,,2022-02-24T00:00:00.000,,50,15,35,30.0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784646,-122.420019,"{
  ""location"": {
    ""latitude"": ""37.784646"",
    ""longitude"": ""-122.420019""
  }
}",,,,
2016-117,(5) First Construction Document Issued,The Vance,830,Eddy,St,94109.0,738,18,Western Addition,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-03-08T00:00:00.000,Build Inc,2015-009460PRJ,,2016-12-08T00:00:00.000,201612285985,137,20,117,15.0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,37.7830684,-122.4216406,"{
  ""location"": {
    ""latitude"": ""37.7830684"",
    ""longitude"": ""-122.4216406""
  }
}",,,,
2018-017,(4) Site Work Permit Issued,807 Franklin St,807,Franklin,St,94102.0,744,2,Western Addition,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2019-07-01T00:00:00.000,801 Franklin LLC,2013.1224,"2013.1224CUA,2013.1224E,2013.1224SHD,2013.1224TDM,2013.1224U",2018-08-30T00:00:00.000,201712186731,48,0,48,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78206,-122.4226803,"{
  ""location"": {
    ""latitude"": ""37.78206"",
    ""longitude"": ""-122.4226803""
  }
}",,,,
2022-003,(3) Design with Entitlements Approved,600 McAllister,600,McAllister,St,94102.0,768,72,Western Addition,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,S. Hekemian Group,2019-014735PRJ,,,,196,29,167,15.0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7800455,-122.4223927,"{
  ""location"": {
    ""latitude"": ""37.7800455"",
    ""longitude"": ""-122.4223927""
  }
}",,,,
2022-008,(3) Design with Entitlements Approved,618-630 Octavia,618-630,Octavia,St,94102.0,793,37,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2024-04-26T00:00:00.000,,2020-004414PRJ,,2022-04-28T00:00:00.000,202209273243,40,10,30,25.0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77791,-122.4247,"{
  ""location"": {
    ""latitude"": ""37.77791"",
    ""longitude"": ""-122.4247""
  }
}",,,,
2018-018,(4) Site Work Permit Issued,635 Fulton St,635,Fulton,St,94102.0,795,27,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2020-08-28T00:00:00.000,,2017-007542PRJ,,2018-08-30T00:00:00.000,201712186731,17,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7780363,-122.427236,"{
  ""location"": {
    ""latitude"": ""37.7780363"",
    ""longitude"": ""-122.427236""
  }
}",,,,
2018-037,(3) Design with Entitlements Approved,301 Grove,301,Grove,St,94102.0,809,1,Hayes Valley,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-10-23T00:00:00.000,,2015-015133PRJ,,,,12,0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7778302,-122.4217291,"{
  ""location"": {
    ""latitude"": ""37.7778302"",
    ""longitude"": ""-122.4217291""
  }
}",,,,
2020-034,(4) Site Work Permit Issued,30 Van Ness,30,Van Ness,Ave,94102.0,835,4,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,,2017-008051PRJ,,,201912139539,333,83,250,25.0,0,7,24,40,12,0,0,0,0,0,0,0,0,0,0,0,0,37.7759792,-122.4192044,"{
  ""location"": {
    ""latitude"": ""37.7759792"",
    ""longitude"": ""-122.4192044""
  }
}",,,,
2020-024,(3) Design with Entitlements Approved,98 Franklin,98,Franklin,St,94102.0,836,13,Hayes Valley,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2022-05-27T00:00:00.000,,2016-014802PRJ,,,202102184905,345,69,276,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7750809,-122.420623,"{
  ""location"": {
    ""latitude"": ""37.7750809"",
    ""longitude"": ""-122.420623""
  }
}",,,,
2017-021,(3) Design with Entitlements Approved,1500-1540 Market,1540,Market,St,94102.0,836,5,Hayes Valley,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-06-14T00:00:00.000,Build Inc,2021-007611DNX,,,201612094535,460,0,460,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7750244,-122.4199593,"{
  ""location"": {
    ""latitude"": ""37.7750244"",
    ""longitude"": ""-122.4199593""
  }
}",,,,
2015-028,(5) First Construction Document Issued,The Oak,1546-1564,Market,St,94102.0,836,6,Hayes Valley,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2017-06-12T00:00:00.000,TUP Market LLC/Trumark Urban,2012.0877,,2015-06-25T00:00:00.000,201311222657,109,13,96,12.0,0,1,9,3,0,0,0,0,0,0,13,0,0,0,0,0,0,37.7750848,-122.4200908,"{
  ""location"": {
    ""latitude"": ""37.7750848"",
    ""longitude"": ""-122.4200908""
  }
}",,,,
2018-030,(5) First Construction Document Issued,188 Octavia,188,Octavia,St,94102.0,853,"022, 034",Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-02-27T00:00:00.000,,2014.1509,,,201610059557,28,4,24,14.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7738331,-122.4237004,"{
  ""location"": {
    ""latitude"": ""37.7738331"",
    ""longitude"": ""-122.4237004""
  }
}",,,,
2016-073,(4) Site Work Permit Issued,1740 Market,1740,Market,St,94102.0,855,10,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-06-05T00:00:00.000,Warner Schmalz,2014.0409,"2014.0409CUA,2014.0409ENV,2014.0409PPA,2014.0409U,2014.0409VAR",2016-07-28T00:00:00.000,201610210918,100,12,88,12.0,0,1,5,4,2,0,0,0,0,0,12,0,0,0,0,0,0,37.772544,-122.423102,"{
  ""location"": {
    ""latitude"": ""37.772544"",
    ""longitude"": ""-122.423102""
  }
}",,,,
2021-005,(5) First Construction Document Issued,4742 Mission,4742,Mission,St,94112.0,956,"004, 005",Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-03-03T00:00:00.000,,2019-012820PRJ,,2021-03-04T00:00:00.000,201912139512,46,11,35,24.0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7222992,-122.4369699,"{
  ""location"": {
    ""latitude"": ""37.7222992"",
    ""longitude"": ""-122.4369699""
  }
}",2025-04-26T00:00:00.000,,,
2020-009,(3) Design with Entitlements Approved,3700 California,3700,California,St,94118.0,1016,2,Presidio Heights,Presidio Heights,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,,2017-003559PRJ,,,201912240631,273,0,273,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7864818,-122.4563025,"{
  ""location"": {
    ""latitude"": ""37.7864818"",
    ""longitude"": ""-122.4563025""
  }
}",,,,
